filename,overall_status,overall_score,shot_type,archetype_score,insightface_status,insightface_note,ai_brain_score,ai_brain_status,ai_brain_note,semantic_clip_score,semantic_clip_status,semantic_clip_note,aesthetic_score,aesthetic_status,aesthetic_note,skin_tone_score,skin_tone_status,skin_tone_note,blur_score,blur_status,blur_note,exposure_score,exposure_status,exposure_note,pose_score,pose_status,pose_note,duplicate_status,duplicate_note,reason,category
img_0082.jpg,REJECT,25.27,environmental,0.0,REJECT,no_face_detected,,PASS,disabled,0.26,REVIEW,clip_sim=0.215,2.73,REJECT,aesthetic=2.7/10 (low quality),0.0,REJECT,skin_delta=32.9 (wrong tone),1.0,PASS,lapvar=256.1,1.0,PASS,black=5.0% white=0.2%,,PASS,mediapipe_unavailable,PASS,unique,archetype(REJECT); semantic(REVIEW); aesthetic(REJECT); skin(REJECT),reject
nyra_ref_018.jpg,REJECT,25.15999984741211,environmental,0.37450000643730164,REJECT,sim=0.106 (too low),,PASS,disabled,0.0899,REJECT,clip_sim=0.172 (wrong subject),2.75,REJECT,aesthetic=2.7/10 (low quality),0.0,REJECT,skin_delta=38.9 (wrong tone),1.0,PASS,lapvar=895.3,0.0,REJECT,black=1.3% white=73.0%,,PASS,mediapipe_unavailable,PASS,unique,archetype(REJECT); semantic(REJECT); aesthetic(REJECT); skin(REJECT); exposure(REJECT),reject
img_0038.jpg,REJECT,24.11,environmental,0.0,REJECT,no_face_detected,,PASS,disabled,0.0,REJECT,clip_sim=0.129 (wrong subject),3.18,REJECT,aesthetic=3.2/10 (low quality),0.3897,PASS,skin_delta=15.3,1.0,PASS,lapvar=423.0,0.8729,REVIEW,black=10.1% white=0.0%,,PASS,mediapipe_unavailable,PASS,unique,archetype(REJECT); semantic(REJECT); aesthetic(REJECT); exposure(REVIEW),reject
nyra_ref_007.jpg,REJECT,23.67,environmental,0.0,REJECT,no_face_detected,,PASS,disabled,0.2152,REVIEW,clip_sim=0.204,2.23,REJECT,aesthetic=2.2/10 (low quality),0.0,REJECT,skin_delta=52.0 (wrong tone),0.9976,PASS,lapvar=199.6,0.9604,REVIEW,black=6.6% white=0.1%,,PASS,mediapipe_unavailable,PASS,unique,archetype(REJECT); semantic(REVIEW); aesthetic(REJECT); skin(REJECT); exposure(REVIEW),reject
img_0015.jpg,REJECT,21.76,environmental,0.0,REJECT,no_face_detected,,PASS,disabled,0.1311,REJECT,clip_sim=0.183 (wrong subject),2.62,REJECT,aesthetic=2.6/10 (low quality),0.0,REJECT,skin_delta=56.5 (wrong tone),1.0,PASS,lapvar=295.5,1.0,PASS,black=0.0% white=0.0%,,PASS,mediapipe_unavailable,PASS,unique,archetype(REJECT); semantic(REJECT); aesthetic(REJECT); skin(REJECT),reject
From Klickpin.com- 1121677850970841841-pin-id-1121677850970841841-story-1.jpg,REJECT,19.67,environmental,0.0,REJECT,no_face_detected,,PASS,disabled,0.3219,REVIEW,clip_sim=0.230,2.15,REJECT,aesthetic=2.1/10 (low quality),0.0,REJECT,skin_delta=37.0 (wrong tone),0.422,REVIEW,lapvar=101.7,0.7765,REVIEW,black=13.9% white=0.0%,,PASS,mediapipe_unavailable,PASS,unique,archetype(REJECT); semantic(REVIEW); aesthetic(REJECT); skin(REJECT); blur(REVIEW); exposure(REVIEW),reject
img_0120.jpg,REJECT,17.62,environmental,0.0,REJECT,no_face_detected,,PASS,disabled,0.0,REJECT,clip_sim=0.139 (wrong subject),3.16,REJECT,aesthetic=3.2/10 (low quality),0.0,REJECT,skin_delta=61.4 (wrong tone),1.0,PASS,lapvar=3562.4,0.938,REVIEW,black=2.8% white=7.5%,,PASS,mediapipe_unavailable,PASS,unique,archetype(REJECT); semantic(REJECT); aesthetic(REJECT); skin(REJECT); exposure(REVIEW),reject
From Klickpin.com- 1121677850970841661-pin-id-1121677850970841661.jpg,REVIEW,63.03,half_body,0.6003999710083008,REVIEW,sim=0.429 qual=1.000,,PASS,disabled,0.36,REVIEW,clip_sim=0.240,2.93,REJECT,aesthetic=2.9/10 (low quality),0.8326,PASS,skin_delta=4.2,0.7865,PASS,lapvar=163.7,1.0,PASS,black=0.5% white=1.3%,,PASS,mediapipe_unavailable,REVIEW,semantic_near_dup_clip:0.857,archetype(REVIEW); semantic(REVIEW); aesthetic(REJECT),review
img_0075.jpg,REVIEW,55.68000030517578,half_body,0.671500027179718,REVIEW,sim=0.531 qual=1.000,,PASS,disabled,0.3997,REVIEW,clip_sim=0.250,2.09,REJECT,aesthetic=2.1/10 (low quality),0.2787,PASS,skin_delta=18.0,1.0,PASS,lapvar=452.1,0.6828,REVIEW,black=17.7% white=0.0%,,PASS,mediapipe_unavailable,PASS,unique,archetype(REVIEW); semantic(REVIEW); aesthetic(REJECT); exposure(REVIEW),review
img_0181.jpg,REVIEW,54.93000030517578,half_body,0.5270000100135803,REVIEW,sim=0.324 qual=1.000,,PASS,disabled,0.3345,REVIEW,clip_sim=0.234,2.12,REJECT,aesthetic=2.1/10 (low quality),0.4654,PASS,skin_delta=13.4,1.0,PASS,lapvar=2615.7,1.0,PASS,black=1.6% white=0.3%,,PASS,mediapipe_unavailable,REVIEW,semantic_near_dup_clip:0.877,archetype(REVIEW); semantic(REVIEW); aesthetic(REJECT),review
img_0064.jpg,REVIEW,53.65999984741211,environmental,0.5325000286102295,REVIEW,sim=0.332 qual=1.000,,PASS,disabled,0.3395,REVIEW,clip_sim=0.235,2.34,REJECT,aesthetic=2.3/10 (low quality),0.3771,PASS,skin_delta=15.6,1.0,PASS,lapvar=282.4,1.0,PASS,black=3.4% white=1.6%,,PASS,mediapipe_unavailable,PASS,unique,archetype(REVIEW); semantic(REVIEW); aesthetic(REJECT),review
img_0139.jpg,REVIEW,49.4900016784668,portrait,0.5557000041007996,REVIEW,sim=0.365 qual=1.000,,PASS,disabled,0.3274,REVIEW,clip_sim=0.232,3.35,REJECT,aesthetic=3.3/10 (low quality),0.1195,PASS,skin_delta=22.0,1.0,PASS,lapvar=816.2,1.0,PASS,black=0.0% white=1.6%,,PASS,mediapipe_unavailable,PASS,unique,archetype(REVIEW); semantic(REVIEW); aesthetic(REJECT),review
img_0217.jpg,REVIEW,47.5,portrait,0.5774000287055969,REVIEW,sim=0.396 qual=1.000,,PASS,disabled,0.3961,REVIEW,clip_sim=0.249,2.52,REJECT,aesthetic=2.5/10 (low quality),0.3631,PASS,skin_delta=15.9,0.4021,REVIEW,lapvar=98.4,0.5985,REVIEW,black=21.1% white=0.0%,,PASS,mediapipe_unavailable,REVIEW,semantic_near_dup_clip:0.866,archetype(REVIEW); semantic(REVIEW); aesthetic(REJECT); blur(REVIEW); exposure(REVIEW),review
